,DateTime,CoolantFlow,ProgramStatus,ProgramDetail,ToolNumber,PocketTable,DriveStatus,DoorStatusMain,DoorStatusTooling,CabinDoorLockFront,CabinDoorLockSide,DNCMode,SpindleCleaning,ChipCleaningGunStatus,OverrideSpindle,OverrideFeed,FeedRate,SpindleSpeed,SpindleApproval,RapidTraverseKey,Warmup,Phase,Phase_compressed,Production
2954,2021-12-07 09:18:19,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
2955,2021-12-07 09:18:21,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,208.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
2956,2021-12-07 09:18:22,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
13223,2021-12-07 09:18:23,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
2957,2021-12-07 09:18:25,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
12590,2021-12-07 09:18:26,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
2958,2021-12-07 09:18:27,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,471.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
2959,2021-12-07 09:18:29,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
2960,2021-12-07 09:18:30,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
12591,2021-12-07 09:18:31,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
2961,2021-12-07 09:18:32,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
2962,2021-12-07 09:18:35,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
2963,2021-12-07 09:18:37,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
2964,2021-12-07 09:18:39,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
2965,2021-12-07 09:18:40,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
2966,2021-12-07 09:18:43,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
2967,2021-12-07 09:18:45,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,155.0,4599.5,0.0,0.0,0,21.0,5.0,1.0
2968,2021-12-07 09:18:46,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
12592,2021-12-07 09:18:47,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
2969,2021-12-07 09:18:49,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
2970,2021-12-07 09:18:51,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
13224,2021-12-07 09:18:52,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
2971,2021-12-07 09:18:53,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
2972,2021-12-07 09:18:54,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,207.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
12593,2021-12-07 09:18:55,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,258.5,4599.5,0.0,0.0,0,21.0,5.0,1.0
2973,2021-12-07 09:18:56,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
2974,2021-12-07 09:18:59,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
2975,2021-12-07 09:19:01,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,236.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
2976,2021-12-07 09:19:02,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,273.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
12594,2021-12-07 09:19:03,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
2977,2021-12-07 09:19:05,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.5,0.0,0.0,0,21.0,5.0,1.0
12595,2021-12-07 09:19:06,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
2978,2021-12-07 09:19:07,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
2979,2021-12-07 09:19:09,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
2980,2021-12-07 09:19:10,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,4136.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
12596,2021-12-07 09:19:11,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,4136.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
12031,2021-12-07 09:19:12,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
2981,2021-12-07 09:19:13,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
2982,2021-12-07 09:19:15,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
2983,2021-12-07 09:19:17,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,5555.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
2984,2021-12-07 09:19:19,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
2985,2021-12-07 09:19:20,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
2986,2021-12-07 09:19:22,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,1806.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
2987,2021-12-07 09:19:26,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
2988,2021-12-07 09:19:28,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,5600.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
2989,2021-12-07 09:19:31,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
2990,2021-12-07 09:19:33,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
2991,2021-12-07 09:19:34,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,5283.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
12597,2021-12-07 09:19:35,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,2796.5,4599.5,0.0,0.0,0,21.0,5.0,1.0
2992,2021-12-07 09:19:36,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
2993,2021-12-07 09:19:39,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.5,0.0,0.0,0,21.0,5.0,1.0
12598,2021-12-07 09:19:40,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
2994,2021-12-07 09:19:41,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,2277.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
2995,2021-12-07 09:19:42,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,1293.5,4599.5,0.0,0.0,0,21.0,5.0,1.0
12599,2021-12-07 09:19:43,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
2996,2021-12-07 09:19:44,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
2997,2021-12-07 09:19:47,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,2277.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
2998,2021-12-07 09:19:49,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
2999,2021-12-07 09:19:50,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
12600,2021-12-07 09:19:51,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,2954.5,4599.5,0.0,0.0,0,21.0,5.0,1.0
3000,2021-12-07 09:19:53,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,5599.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
3001,2021-12-07 09:19:55,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4600.0,0.0,0.0,0,21.0,5.0,1.0
3002,2021-12-07 09:19:57,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,310.0,4599.0,0.0,0.0,0,21.0,5.0,1.0
3003,2021-12-07 09:19:59,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,-15113.0,2299.5,0.0,0.0,0,21.0,5.0,1.0
12601,2021-12-07 09:20:00,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,-30536.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3004,2021-12-07 09:20:01,0.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,12218.0,0.0,0.0,0.0,0,21.0,5.0,1.0
11862,2021-12-07 09:20:02,0.0,4.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,6109.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3005,2021-12-07 09:20:03,0.0,5.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3006,2021-12-07 09:20:05,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3007,2021-12-07 09:20:06,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
13225,2021-12-07 09:20:07,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3008,2021-12-07 09:20:08,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
13226,2021-12-07 09:20:09,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3009,2021-12-07 09:20:11,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3010,2021-12-07 09:20:13,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3011,2021-12-07 09:20:14,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
13227,2021-12-07 09:20:15,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3012,2021-12-07 09:20:16,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
12602,2021-12-07 09:20:17,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3013,2021-12-07 09:20:19,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
12603,2021-12-07 09:20:20,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3014,2021-12-07 09:20:21,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3015,2021-12-07 09:20:22,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
12604,2021-12-07 09:20:23,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3016,2021-12-07 09:20:24,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3017,2021-12-07 09:20:27,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3018,2021-12-07 09:20:29,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3019,2021-12-07 09:20:30,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
12605,2021-12-07 09:20:31,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3020,2021-12-07 09:20:33,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3021,2021-12-07 09:20:35,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3022,2021-12-07 09:20:37,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3023,2021-12-07 09:20:39,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
12606,2021-12-07 09:20:40,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3024,2021-12-07 09:20:41,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3025,2021-12-07 09:20:43,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3026,2021-12-07 09:20:45,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3027,2021-12-07 09:20:47,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3028,2021-12-07 09:20:48,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
13228,2021-12-07 09:20:49,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3029,2021-12-07 09:20:51,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3030,2021-12-07 09:20:53,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3031,2021-12-07 09:20:55,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3032,2021-12-07 09:20:56,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3033,2021-12-07 09:20:59,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
12607,2021-12-07 09:21:00,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3034,2021-12-07 09:21:01,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3035,2021-12-07 09:21:02,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
12608,2021-12-07 09:21:03,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3036,2021-12-07 09:21:04,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
13229,2021-12-07 09:21:05,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3037,2021-12-07 09:21:07,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3038,2021-12-07 09:21:09,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3039,2021-12-07 09:21:10,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
12609,2021-12-07 09:21:11,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3040,2021-12-07 09:21:13,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
12610,2021-12-07 09:21:14,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3041,2021-12-07 09:21:15,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3042,2021-12-07 09:21:17,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3043,2021-12-07 09:21:18,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
12611,2021-12-07 09:21:19,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
13230,2021-12-07 09:21:20,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3044,2021-12-07 09:21:21,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3045,2021-12-07 09:21:23,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3046,2021-12-07 09:21:25,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3047,2021-12-07 09:21:27,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3048,2021-12-07 09:21:29,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3049,2021-12-07 09:21:31,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
3050,2021-12-07 09:21:33,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,21.0,5.0,1.0
