,DateTime,CoolantFlow,ProgramStatus,ProgramDetail,ToolNumber,PocketTable,DriveStatus,DoorStatusMain,DoorStatusTooling,CabinDoorLockFront,CabinDoorLockSide,DNCMode,SpindleCleaning,ChipCleaningGunStatus,OverrideSpindle,OverrideFeed,FeedRate,SpindleSpeed,SpindleApproval,RapidTraverseKey,Warmup,Phase,Phase_compressed,Production
0,2021-12-07 07:39:13,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,0,20.0,4.0,0.0
1,2021-12-07 07:39:14,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,0,20.0,4.0,0.0
2,2021-12-07 07:39:16,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,20.0,4.0,0.0
3,2021-12-07 07:39:18,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,0,20.0,4.0,0.0
4,2021-12-07 07:39:20,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,20.0,4.0,0.0
5,2021-12-07 07:39:22,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,20.0,4.0,0.0
6,2021-12-07 07:39:24,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.5,0.0,0.0,0,7.0,1.0,0.0
12101,2021-12-07 07:39:25,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,0,7.0,1.0,0.0
7,2021-12-07 07:39:26,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.5,0.0,0.0,0,7.0,1.0,0.0
12102,2021-12-07 07:39:27,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
8,2021-12-07 07:39:28,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,0,7.0,1.0,0.0
9,2021-12-07 07:39:31,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.5,0.0,0.0,0,7.0,1.0,0.0
10,2021-12-07 07:39:32,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
11,2021-12-07 07:39:34,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,0,7.0,1.0,0.0
12,2021-12-07 07:39:36,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
13,2021-12-07 07:39:38,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,0,7.0,1.0,0.0
14,2021-12-07 07:39:40,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
15,2021-12-07 07:39:43,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
16,2021-12-07 07:39:45,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,0,7.0,1.0,0.0
17,2021-12-07 07:39:46,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
18,2021-12-07 07:39:48,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
19,2021-12-07 07:39:51,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
20,2021-12-07 07:39:52,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
21,2021-12-07 07:39:54,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,0,7.0,1.0,0.0
22,2021-12-07 07:39:56,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,0,7.0,1.0,0.0
23,2021-12-07 07:39:59,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
24,2021-12-07 07:40:00,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,0,7.0,1.0,0.0
25,2021-12-07 07:40:02,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
26,2021-12-07 07:40:05,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,459.0,1999.0,0.0,0.0,0,7.0,1.0,0.0
27,2021-12-07 07:40:07,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
28,2021-12-07 07:40:08,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
29,2021-12-07 07:40:10,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,0,7.0,1.0,0.0
30,2021-12-07 07:40:13,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
31,2021-12-07 07:40:14,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
12391,2021-12-07 07:40:15,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
32,2021-12-07 07:40:16,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
33,2021-12-07 07:40:19,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,0,7.0,1.0,0.0
34,2021-12-07 07:40:21,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
35,2021-12-07 07:40:23,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
36,2021-12-07 07:40:25,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.5,0.0,0.0,0,7.0,1.0,0.0
37,2021-12-07 07:40:26,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,0,7.0,1.0,0.0
38,2021-12-07 07:40:29,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,0,7.0,1.0,0.0
39,2021-12-07 07:40:30,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,0,7.0,1.0,0.0
12392,2021-12-07 07:40:31,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,0,7.0,1.0,0.0
40,2021-12-07 07:40:32,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
41,2021-12-07 07:40:34,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
42,2021-12-07 07:40:37,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
13359,2021-12-07 07:40:38,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.5,0.0,0.0,0,7.0,1.0,0.0
43,2021-12-07 07:40:39,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,0,7.0,1.0,0.0
44,2021-12-07 07:40:40,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
45,2021-12-07 07:40:42,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
46,2021-12-07 07:40:45,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.5,0.0,0.0,0,7.0,1.0,0.0
47,2021-12-07 07:40:46,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,0,7.0,1.0,0.0
12393,2021-12-07 07:40:47,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
48,2021-12-07 07:40:48,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,0,7.0,1.0,0.0
49,2021-12-07 07:40:50,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,0,7.0,1.0,0.0
11809,2021-12-07 07:40:51,0.0,11.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,0,7.0,1.0,0.0
11810,2021-12-07 07:40:52,0.0,9.0,11.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
50,2021-12-07 07:40:53,0.0,9.0,11.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
51,2021-12-07 07:40:54,0.0,9.0,11.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
12394,2021-12-07 07:40:55,0.0,9.0,11.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
52,2021-12-07 07:40:56,0.0,9.0,11.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
11811,2021-12-07 07:40:58,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
53,2021-12-07 07:40:59,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
12395,2021-12-07 07:41:00,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
54,2021-12-07 07:41:01,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
55,2021-12-07 07:41:02,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.5,0.0,0.0,1,7.0,1.0,0.0
12103,2021-12-07 07:41:03,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
56,2021-12-07 07:41:04,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
12026,2021-12-07 07:41:06,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.5,0.0,0.0,1,7.0,1.0,0.0
57,2021-12-07 07:41:07,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
58,2021-12-07 07:41:09,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
59,2021-12-07 07:41:10,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
12104,2021-12-07 07:41:11,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
60,2021-12-07 07:41:13,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
61,2021-12-07 07:41:14,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
62,2021-12-07 07:41:16,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
63,2021-12-07 07:41:20,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
64,2021-12-07 07:41:22,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3523.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
65,2021-12-07 07:41:24,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
66,2021-12-07 07:41:27,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
67,2021-12-07 07:41:28,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
68,2021-12-07 07:41:30,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
69,2021-12-07 07:41:33,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.5,0.0,0.0,1,7.0,1.0,0.0
70,2021-12-07 07:41:34,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
71,2021-12-07 07:41:36,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
72,2021-12-07 07:41:38,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
73,2021-12-07 07:41:41,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
74,2021-12-07 07:41:42,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
13184,2021-12-07 07:41:43,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.5,0.0,0.0,1,7.0,1.0,0.0
75,2021-12-07 07:41:44,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
76,2021-12-07 07:41:47,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
12396,2021-12-07 07:41:48,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
77,2021-12-07 07:41:49,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
78,2021-12-07 07:41:50,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
12397,2021-12-07 07:41:51,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
79,2021-12-07 07:41:52,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
80,2021-12-07 07:41:54,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
81,2021-12-07 07:41:57,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
82,2021-12-07 07:41:58,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
12398,2021-12-07 07:41:59,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.5,0.0,0.0,1,7.0,1.0,0.0
83,2021-12-07 07:42:01,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
84,2021-12-07 07:42:03,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
85,2021-12-07 07:42:05,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
86,2021-12-07 07:42:07,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.5,0.0,0.0,1,7.0,1.0,0.0
87,2021-12-07 07:42:08,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
88,2021-12-07 07:42:11,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
89,2021-12-07 07:42:13,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
90,2021-12-07 07:42:14,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
12399,2021-12-07 07:42:15,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
91,2021-12-07 07:42:16,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
92,2021-12-07 07:42:19,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
93,2021-12-07 07:42:21,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
94,2021-12-07 07:42:22,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
12400,2021-12-07 07:42:23,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.5,0.0,0.0,1,7.0,1.0,0.0
95,2021-12-07 07:42:24,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
96,2021-12-07 07:42:27,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.5,0.0,0.0,1,7.0,1.0,0.0
12401,2021-12-07 07:42:28,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
97,2021-12-07 07:42:29,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
98,2021-12-07 07:42:30,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
12402,2021-12-07 07:42:31,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.5,0.0,0.0,1,7.0,1.0,0.0
99,2021-12-07 07:42:32,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
100,2021-12-07 07:42:35,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
101,2021-12-07 07:42:37,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
102,2021-12-07 07:42:38,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.5,0.0,0.0,1,7.0,1.0,0.0
12403,2021-12-07 07:42:39,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
103,2021-12-07 07:42:41,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,1999.0,0.0,0.0,1,7.0,1.0,0.0
104,2021-12-07 07:42:43,0.0,2.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,45.0,3600.0,2000.0,0.0,0.0,1,7.0,1.0,0.0
