,DateTime,CoolantFlow,ProgramStatus,ProgramDetail,ToolNumber,PocketTable,DriveStatus,DoorStatusMain,DoorStatusTooling,CabinDoorLockFront,CabinDoorLockSide,DNCMode,SpindleCleaning,ChipCleaningGunStatus,OverrideSpindle,OverrideFeed,FeedRate,SpindleSpeed,SpindleApproval,RapidTraverseKey,Warmup,Production
0,2022-02-22 11:45:01,1.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,215.0,10000.0,0.0,0.0,0,1
1,2022-02-22 11:45:02,1.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,215.0,9998.0,0.0,0.0,0,1
2,2022-02-22 11:45:03,1.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,215.0,9999.0,0.0,0.0,0,1
19262,2022-02-22 11:45:04,1.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,215.0,10000.0,0.0,0.0,0,1
3,2022-02-22 11:45:05,1.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,3192.0,10000.0,0.0,0.0,0,1
19647,2022-02-22 11:45:06,1.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,2150.0,9999.0,0.0,0.0,0,1
4,2022-02-22 11:45:08,1.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,1108.0,9998.0,0.0,0.0,0,1
5,2022-02-22 11:45:10,1.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,3597.0,10000.0,0.0,0.0,0,1
6,2022-02-22 11:45:12,1.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,4138.0,9998.0,0.0,0.0,0,1
7,2022-02-22 11:45:14,1.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,4701.0,9998.0,0.0,0.0,0,1
8,2022-02-22 11:45:15,1.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,143.0,10000.0,0.0,0.0,0,1
19648,2022-02-22 11:45:16,1.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,914.0,9999.0,0.0,0.0,0,1
9,2022-02-22 11:45:18,1.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,1685.0,9998.0,0.0,0.0,0,1
10,2022-02-22 11:45:21,1.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,215.0,10000.0,0.0,0.0,0,1
11,2022-02-22 11:45:22,1.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,4093.0,10000.0,0.0,0.0,0,1
12,2022-02-22 11:45:23,1.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,215.0,10000.0,0.0,0.0,0,1
19649,2022-02-22 11:45:24,1.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,2888.5,9999.0,0.0,0.0,0,1
13,2022-02-22 11:45:26,1.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,5562.0,9998.0,0.0,0.0,0,1
14,2022-02-22 11:45:28,1.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,10000.0,0.0,0.0,0,1
15,2022-02-22 11:45:29,0.0,3.0,3.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
19650,2022-02-22 11:45:30,0.0,3.0,3.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
16,2022-02-22 11:45:32,0.0,3.0,3.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
18441,2022-02-22 11:45:33,0.0,0.0,0.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
17,2022-02-22 11:45:34,0.0,0.0,0.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
18,2022-02-22 11:45:35,0.0,0.0,0.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
18442,2022-02-22 11:45:36,0.0,1.0,0.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,1695.0,0.0,0.0,0.0,0,1
19,2022-02-22 11:45:37,0.0,1.0,1.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,3390.0,0.0,0.0,0.0,0,1
19651,2022-02-22 11:45:38,0.0,1.0,1.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,1695.0,0.0,0.0,0.0,0,1
20,2022-02-22 11:45:39,0.0,1.0,1.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
18443,2022-02-22 11:45:40,0.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
21,2022-02-22 11:45:42,0.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
22,2022-02-22 11:45:43,0.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,12090.0,0.0,0.0,0.0,0,1
19652,2022-02-22 11:45:44,0.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,12090.0,0.0,0.0,0.0,0,1
23,2022-02-22 11:45:45,0.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,1599.0,0.0,0.0,0,1
19653,2022-02-22 11:45:46,0.0,2.0,2.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,1599.0,0.0,0.0,0,1
24,2022-02-22 11:45:48,1.0,2.0,2.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,-30536.0,1600.0,0.0,0.0,0,1
23144,2022-02-22 11:45:49,1.0,2.0,2.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,-15248.0,1599.5,0.0,0.0,0,1
25,2022-02-22 11:45:50,1.0,2.0,2.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,40.0,1599.0,0.0,0.0,0,1
26,2022-02-22 11:45:52,1.0,2.0,2.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,40.0,1600.0,0.0,0.0,0,1
27,2022-02-22 11:45:54,1.0,2.0,2.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,40.0,1600.0,0.0,0.0,0,1
19654,2022-02-22 11:45:55,1.0,2.0,2.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,40.0,1600.0,0.0,0.0,0,1
28,2022-02-22 11:45:56,1.0,2.0,2.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,40.0,1600.0,0.0,0.0,0,1
29,2022-02-22 11:45:58,1.0,2.0,2.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,5600.0,1600.0,0.0,0.0,0,1
30,2022-02-22 11:46:00,1.0,2.0,2.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,1599.0,0.0,0.0,0,1
31,2022-02-22 11:46:02,1.0,2.0,2.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,40.0,1600.0,0.0,0.0,0,1
32,2022-02-22 11:46:04,1.0,2.0,2.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,40.0,1599.0,0.0,0.0,0,1
33,2022-02-22 11:46:05,1.0,2.0,2.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,40.0,1600.0,0.0,0.0,0,1
19655,2022-02-22 11:46:06,1.0,2.0,2.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,6755.0,1599.5,0.0,0.0,0,1
34,2022-02-22 11:46:08,1.0,2.0,2.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,13470.0,1599.0,0.0,0.0,0,1
35,2022-02-22 11:46:09,1.0,2.0,2.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,5600.0,1600.0,0.0,0.0,0,1
19656,2022-02-22 11:46:10,1.0,2.0,2.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,2800.0,1600.0,0.0,0.0,0,1
36,2022-02-22 11:46:12,1.0,2.0,2.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,1600.0,0.0,0.0,0,1
26634,2022-02-22 11:46:14,1.0,2.0,2.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,800.0,0.0,0.0,0,1
37,2022-02-22 11:46:15,0.0,2.0,2.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
18444,2022-02-22 11:46:16,0.0,5.0,5.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
18445,2022-02-22 11:46:16,0.0,4.0,5.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
38,2022-02-22 11:46:18,0.0,4.0,5.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
39,2022-02-22 11:46:20,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
40,2022-02-22 11:46:22,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
41,2022-02-22 11:46:24,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
42,2022-02-22 11:46:25,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
19657,2022-02-22 11:46:26,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
43,2022-02-22 11:46:28,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
44,2022-02-22 11:46:30,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
45,2022-02-22 11:46:32,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
46,2022-02-22 11:46:35,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
47,2022-02-22 11:46:36,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
48,2022-02-22 11:46:38,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
49,2022-02-22 11:46:39,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
19658,2022-02-22 11:46:40,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
50,2022-02-22 11:46:42,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
51,2022-02-22 11:46:44,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
52,2022-02-22 11:46:46,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
23145,2022-02-22 11:46:47,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
53,2022-02-22 11:46:48,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
19659,2022-02-22 11:46:49,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
54,2022-02-22 11:46:50,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
55,2022-02-22 11:46:51,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
19660,2022-02-22 11:46:52,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
56,2022-02-22 11:46:55,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
19661,2022-02-22 11:46:56,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
18446,2022-02-22 11:46:57,0.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,10491.0,100.0,0.0,0.0,0,1
57,2022-02-22 11:46:58,0.0,1.0,1.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,10491.0,100.0,0.0,0.0,0,1
58,2022-02-22 11:47:00,0.0,2.0,2.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
59,2022-02-22 11:47:02,0.0,2.0,2.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,-30536.0,0.0,0.0,0.0,0,1
60,2022-02-22 11:47:04,0.0,2.0,2.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,12386.0,9889.0,0.0,0.0,0,1
61,2022-02-22 11:47:06,0.0,2.0,2.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,10000.0,0.0,0.0,0,1
62,2022-02-22 11:47:08,1.0,2.0,2.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,30.0,10000.0,0.0,0.0,0,1
19184,2022-02-22 11:47:09,1.0,2.0,2.0,26.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,60.0,10000.0,0.0,0.0,0,1
63,2022-02-22 11:47:10,1.0,2.0,2.0,26.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,60.0,10000.0,0.0,0.0,0,1
64,2022-02-22 11:47:12,1.0,2.0,2.0,26.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,5600.0,10000.0,0.0,0.0,0,1
65,2022-02-22 11:47:14,1.0,2.0,2.0,26.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,10000.0,0.0,0.0,0,1
23146,2022-02-22 11:47:15,1.0,2.0,2.0,26.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,30.0,10000.0,0.0,0.0,0,1
66,2022-02-22 11:47:16,1.0,2.0,2.0,26.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,60.0,10000.0,0.0,0.0,0,1
67,2022-02-22 11:47:18,1.0,2.0,2.0,26.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,60.0,9998.0,0.0,0.0,0,1
68,2022-02-22 11:47:20,1.0,2.0,2.0,26.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,5600.0,9998.0,0.0,0.0,0,1
69,2022-02-22 11:47:22,0.0,2.0,2.0,26.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,55.0,0.0,0.0,0,1
19662,2022-02-22 11:47:23,0.0,2.0,2.0,26.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,1800.0,27.5,0.0,0.0,0,1
70,2022-02-22 11:47:24,0.0,2.0,2.0,26.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,3600.0,0.0,0.0,0.0,0,1
71,2022-02-22 11:47:26,0.0,2.0,2.0,26.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,10297.0,301.0,0.0,0.0,0,1
72,2022-02-22 11:47:29,0.0,2.0,2.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
19663,2022-02-22 11:47:30,0.0,2.0,2.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,100.0,0.0,3127.0,0.0,0.0,0,1
73,2022-02-22 11:47:32,0.0,2.0,2.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,100.0,0.0,6254.0,0.0,0.0,0,1
23147,2022-02-22 11:47:33,0.0,2.0,2.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,8127.0,0.0,0.0,0,1
74,2022-02-22 11:47:34,0.0,2.0,2.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,10000.0,0.0,0.0,0,1
23148,2022-02-22 11:47:35,0.0,2.0,2.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,75.5,10000.0,0.0,0.0,0,1
75,2022-02-22 11:47:36,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,151.0,10000.0,0.0,0.0,0,1
76,2022-02-22 11:47:38,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,145.0,10000.0,0.0,0.0,0,1
77,2022-02-22 11:47:40,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,215.0,10000.0,0.0,0.0,0,1
78,2022-02-22 11:47:42,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,642.5,10000.0,0.0,0.0,0,1
19664,2022-02-22 11:47:43,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,1070.0,10000.0,0.0,0.0,0,1
79,2022-02-22 11:47:44,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,215.0,10000.0,0.0,0.0,0,1
80,2022-02-22 11:47:46,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,215.0,10000.0,0.0,0.0,0,1
81,2022-02-22 11:47:49,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,215.0,10000.0,0.0,0.0,0,1
23149,2022-02-22 11:47:50,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,553.5,10000.0,0.0,0.0,0,1
82,2022-02-22 11:47:52,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,892.0,10000.0,0.0,0.0,0,1
83,2022-02-22 11:47:54,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,251.0,10000.0,0.0,0.0,0,1
84,2022-02-22 11:47:56,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,215.0,10000.0,0.0,0.0,0,1
85,2022-02-22 11:47:58,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,215.0,10000.0,0.0,0.0,0,1
86,2022-02-22 11:48:00,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,3992.0,10000.0,0.0,0.0,0,1
87,2022-02-22 11:48:03,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,10000.0,0.0,0.0,0,1
88,2022-02-22 11:48:04,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,5600.0,10000.0,0.0,0.0,0,1
89,2022-02-22 11:48:06,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,10000.0,0.0,0.0,0,1
90,2022-02-22 11:48:08,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,408.0,9998.0,0.0,0.0,0,1
23150,2022-02-22 11:48:09,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,916.0,9998.0,0.0,0.0,0,1
91,2022-02-22 11:48:10,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,1424.0,9998.0,0.0,0.0,0,1
92,2022-02-22 11:48:12,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,3409.0,10000.0,0.0,0.0,0,1
93,2022-02-22 11:48:14,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,215.0,10000.0,0.0,0.0,0,1
94,2022-02-22 11:48:16,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,215.0,10000.0,0.0,0.0,0,1
95,2022-02-22 11:48:18,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,215.0,10000.0,0.0,0.0,0,1
96,2022-02-22 11:48:19,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,776.0,10000.0,0.0,0.0,0,1
19665,2022-02-22 11:48:20,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,495.5,9999.0,0.0,0.0,0,1
97,2022-02-22 11:48:23,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,215.0,9998.0,0.0,0.0,0,1
98,2022-02-22 11:48:24,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,470.0,10000.0,0.0,0.0,0,1
99,2022-02-22 11:48:26,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,215.0,10000.0,0.0,0.0,0,1
100,2022-02-22 11:48:28,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,5369.0,10000.0,0.0,0.0,0,1
101,2022-02-22 11:48:30,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,4822.0,9998.0,0.0,0.0,0,1
102,2022-02-22 11:48:32,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,215.0,10000.0,0.0,0.0,0,1
103,2022-02-22 11:48:34,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,10000.0,0.0,0.0,0,1
104,2022-02-22 11:48:36,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,10000.0,0.0,0.0,0,1
19263,2022-02-22 11:48:37,1.0,2.0,2.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,10000.0,0.0,0.0,0,1
105,2022-02-22 11:48:38,0.0,3.0,3.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,1.0,0.0,0.0,0,1
106,2022-02-22 11:48:40,0.0,3.0,3.0,26.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0,1
