,DateTime,CoolantFlow,ProgramStatus,ProgramDetail,ToolNumber,PocketTable,DriveStatus,DoorStatusMain,DoorStatusTooling,CabinDoorLockFront,CabinDoorLockSide,DNCMode,SpindleCleaning,ChipCleaningGunStatus,OverrideSpindle,OverrideFeed,FeedRate,SpindleSpeed,SpindleApproval,RapidTraverseKey,Warmup,Phase,Phase_compressed,Production
8409,2021-11-26 07:15:53,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
8,2021-11-26 07:15:54,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
9,2021-11-26 07:15:55,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
10,2021-11-26 07:15:56,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
11,2021-11-26 07:15:58,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,20,4,0
12,2021-11-26 07:16:00,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
13,2021-11-26 07:16:03,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,20,4,0
14,2021-11-26 07:16:04,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
15,2021-11-26 07:16:07,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
16,2021-11-26 07:16:08,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,20,4,0
17,2021-11-26 07:16:11,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,20,4,0
9179,2021-11-26 07:16:13,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
18,2021-11-26 07:16:14,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,20,4,0
19,2021-11-26 07:16:16,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,20,4,0
20,2021-11-26 07:16:19,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,1672.0,1999.0,0.0,0.0,1,20,4,0
21,2021-11-26 07:16:21,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
22,2021-11-26 07:16:22,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
23,2021-11-26 07:16:24,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
24,2021-11-26 07:16:27,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,20,4,0
25,2021-11-26 07:16:28,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
26,2021-11-26 07:16:30,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,20,4,0
27,2021-11-26 07:16:32,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
28,2021-11-26 07:16:34,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,20,4,0
29,2021-11-26 07:16:37,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
30,2021-11-26 07:16:38,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,20,4,0
31,2021-11-26 07:16:41,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
32,2021-11-26 07:16:43,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,20,4,0
33,2021-11-26 07:16:44,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
8981,2021-11-26 07:16:45,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
8410,2021-11-26 07:16:47,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
34,2021-11-26 07:16:48,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
35,2021-11-26 07:16:51,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,20,4,0
36,2021-11-26 07:16:52,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
37,2021-11-26 07:16:54,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,20,4,0
38,2021-11-26 07:16:56,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,20,4,0
39,2021-11-26 07:16:59,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
40,2021-11-26 07:17:01,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
41,2021-11-26 07:17:02,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,20,4,0
42,2021-11-26 07:17:04,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,608.0,1999.0,0.0,0.0,1,20,4,0
9180,2021-11-26 07:17:07,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,20,4,0
43,2021-11-26 07:17:08,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
44,2021-11-26 07:17:10,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,20,4,0
45,2021-11-26 07:17:12,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
8379,2021-11-26 07:17:14,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
46,2021-11-26 07:17:15,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
47,2021-11-26 07:17:16,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
48,2021-11-26 07:17:18,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,20,4,0
49,2021-11-26 07:17:21,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
50,2021-11-26 07:17:23,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,20,4,0
51,2021-11-26 07:17:24,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
9045,2021-11-26 07:17:25,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.5,0.0,0.0,1,20,4,0
9181,2021-11-26 07:17:27,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,20,4,0
52,2021-11-26 07:17:28,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,20,4,0
53,2021-11-26 07:17:30,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,20,4,0
54,2021-11-26 07:17:32,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,20,4,0
9046,2021-11-26 07:17:33,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.5,0.0,0.0,1,20,4,0
55,2021-11-26 07:17:35,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
56,2021-11-26 07:17:36,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
57,2021-11-26 07:17:38,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
8411,2021-11-26 07:17:41,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
58,2021-11-26 07:17:42,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
59,2021-11-26 07:17:45,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
60,2021-11-26 07:17:48,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
61,2021-11-26 07:17:50,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
62,2021-11-26 07:17:53,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
63,2021-11-26 07:17:55,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
64,2021-11-26 07:17:56,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
9047,2021-11-26 07:17:57,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.5,0.0,0.0,1,1,1,0
65,2021-11-26 07:17:58,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
8412,2021-11-26 07:18:01,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
66,2021-11-26 07:18:02,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.5,0.0,0.0,1,1,1,0
67,2021-11-26 07:18:03,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
68,2021-11-26 07:18:04,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
69,2021-11-26 07:18:06,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
70,2021-11-26 07:18:09,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
71,2021-11-26 07:18:11,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
72,2021-11-26 07:18:12,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
9048,2021-11-26 07:18:13,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
73,2021-11-26 07:18:15,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
74,2021-11-26 07:18:17,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
75,2021-11-26 07:18:19,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
8413,2021-11-26 07:18:21,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
76,2021-11-26 07:18:22,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
77,2021-11-26 07:18:25,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
78,2021-11-26 07:18:27,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
79,2021-11-26 07:18:29,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
80,2021-11-26 07:18:30,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
81,2021-11-26 07:18:33,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
82,2021-11-26 07:18:35,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
83,2021-11-26 07:18:36,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
9049,2021-11-26 07:18:37,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.5,0.0,0.0,1,1,1,0
84,2021-11-26 07:18:38,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
85,2021-11-26 07:18:42,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
86,2021-11-26 07:18:44,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
87,2021-11-26 07:18:46,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
88,2021-11-26 07:18:49,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
89,2021-11-26 07:18:51,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
90,2021-11-26 07:18:52,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
9182,2021-11-26 07:18:55,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
91,2021-11-26 07:18:56,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.5,0.0,0.0,1,1,1,0
92,2021-11-26 07:18:57,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
93,2021-11-26 07:18:59,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
94,2021-11-26 07:19:00,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
9050,2021-11-26 07:19:01,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,2579.5,2000.0,0.0,0.0,1,1,1,0
95,2021-11-26 07:19:02,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,1719.0,2000.0,0.0,0.0,1,1,1,0
96,2021-11-26 07:19:05,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
97,2021-11-26 07:19:07,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
9183,2021-11-26 07:19:08,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
98,2021-11-26 07:19:09,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.5,0.0,0.0,1,1,1,0
99,2021-11-26 07:19:10,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
100,2021-11-26 07:19:13,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
8380,2021-11-26 07:19:15,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
101,2021-11-26 07:19:16,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
9051,2021-11-26 07:19:17,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.5,0.0,0.0,1,1,1,0
102,2021-11-26 07:19:18,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
103,2021-11-26 07:19:21,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
104,2021-11-26 07:19:23,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
105,2021-11-26 07:19:24,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
106,2021-11-26 07:19:27,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
107,2021-11-26 07:19:29,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,2000.0,0.0,0.0,1,1,1,0
108,2021-11-26 07:19:31,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
109,2021-11-26 07:19:32,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
9184,2021-11-26 07:19:35,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.0,0.0,0.0,1,1,1,0
110,2021-11-26 07:19:36,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.0,3440.0,1999.5,0.0,0.0,1,1,1,0
